date,pig_group_id,site,barn,day_in_finisher,est_weight_lb,expected_feed_per_head_lb,actual_feed_per_head_lb,head_count,total_barn_feed_lb,source
2025-07-06,PG-1007,Finisher East,F3,23,98.9,3.08,3.2,2316,7408.0,ISU growth model
2025-07-07,PG-1007,Finisher East,F3,24,100.7,3.12,3.19,2316,7382.0,ISU growth model
2025-07-08,PG-1007,Finisher East,F3,25,102.5,3.15,3.77,2316,8737.0,ISU growth model
2025-07-09,PG-1007,Finisher East,F3,26,104.2,3.19,3.03,2316,7013.0,ISU growth model
2025-07-10,PG-1007,Finisher East,F3,27,106.0,3.23,3.09,2316,7160.0,ISU growth model
2025-07-11,PG-1007,Finisher East,F3,28,107.8,3.27,3.1,2316,7188.0,ISU growth model
2025-07-12,PG-1007,Finisher East,F3,29,109.5,3.3,3.16,2316,7313.0,ISU growth model
2025-07-13,PG-1007,Finisher East,F3,30,111.3,3.34,3.17,2316,7346.0,ISU growth model
2025-07-14,PG-1007,Finisher East,F3,31,113.0,3.38,3.7,2316,8573.0,ISU growth model
2025-07-15,PG-1007,Finisher East,F3,32,114.8,3.42,3.81,2316,8816.0,ISU growth model
2025-07-16,PG-1007,Finisher East,F3,33,116.6,3.46,3.3,2316,7639.0,ISU growth model
2025-07-17,PG-1007,Finisher East,F3,34,118.3,3.49,3.26,2316,7553.0,ISU growth model
2025-07-18,PG-1007,Finisher East,F3,35,120.1,3.53,3.66,2316,8488.0,ISU growth model
2025-07-19,PG-1007,Finisher East,F3,36,121.8,3.57,3.41,2316,7902.0,ISU growth model
2025-07-20,PG-1007,Finisher East,F3,37,123.6,3.61,3.79,2316,8778.0,ISU growth model
2025-07-21,PG-1007,Finisher East,F3,38,125.4,3.65,3.7,2316,8579.0,ISU growth model
2025-07-22,PG-1007,Finisher East,F3,39,127.1,3.68,3.24,2316,7496.0,ISU growth model
2025-07-23,PG-1007,Finisher East,F3,40,128.9,3.72,4.18,2316,9685.0,ISU growth model
2025-07-24,PG-1007,Finisher East,F3,41,130.6,3.76,4.3,2316,9956.0,ISU growth model
2025-07-25,PG-1007,Finisher East,F3,42,132.4,3.8,3.61,2316,8362.0,ISU growth model
2025-07-26,PG-1007,Finisher East,F3,43,134.2,3.83,3.72,2316,8605.0,ISU growth model
2025-07-27,PG-1007,Finisher East,F3,44,135.9,3.87,3.96,2316,9173.0,ISU growth model
2025-07-28,PG-1007,Finisher East,F3,45,137.7,3.91,4.01,2316,9298.0,ISU growth model
2025-07-29,PG-1007,Finisher East,F3,46,139.4,3.95,4.16,2316,9625.0,ISU growth model
2025-07-30,PG-1007,Finisher East,F3,47,141.2,3.99,4.63,2316,10716.0,ISU growth model
2025-07-31,PG-1007,Finisher East,F3,48,143.0,4.02,3.97,2316,9187.0,ISU growth model
2025-08-01,PG-1007,Finisher East,F3,49,144.7,4.06,3.8,2316,8806.0,ISU growth model
2025-08-02,PG-1007,Finisher East,F3,50,146.5,4.1,3.65,2316,8447.0,ISU growth model
2025-08-03,PG-1007,Finisher East,F3,51,148.2,4.14,3.9,2316,9022.0,ISU growth model
2025-08-04,PG-1007,Finisher East,F3,52,150.0,4.18,4.16,2316,9644.0,ISU growth model
2025-08-05,PG-1007,Finisher East,F3,53,151.8,4.21,4.82,2316,11158.0,ISU growth model
2025-08-06,PG-1007,Finisher East,F3,54,153.5,4.25,4.07,2316,9437.0,ISU growth model
2025-08-07,PG-1007,Finisher East,F3,55,155.3,4.29,4.37,2316,10111.0,ISU growth model
2025-08-08,PG-1007,Finisher East,F3,56,157.1,4.33,4.32,2316,10007.0,ISU growth model
2025-08-09,PG-1007,Finisher East,F3,57,158.8,4.36,4.78,2316,11069.0,ISU growth model
2025-08-10,PG-1007,Finisher East,F3,58,160.6,4.4,5.29,2316,12257.0,ISU growth model
2025-08-11,PG-1007,Finisher East,F3,59,162.3,4.44,4.25,2316,9847.0,ISU growth model
2025-08-12,PG-1007,Finisher East,F3,60,164.1,4.48,4.3,2316,9965.0,ISU growth model
2025-08-13,PG-1007,Finisher East,F3,61,165.9,4.52,4.89,2316,11333.0,ISU growth model
2025-08-14,PG-1007,Finisher East,F3,62,167.6,4.55,4.8,2316,11122.0,ISU growth model
2025-08-15,PG-1007,Finisher East,F3,63,169.4,4.59,5.27,2316,12205.0,ISU growth model
2025-08-16,PG-1007,Finisher East,F3,64,171.1,4.63,4.85,2316,11223.0,ISU growth model
2025-08-17,PG-1007,Finisher East,F3,65,172.9,4.67,4.53,2316,10499.0,ISU growth model
2025-08-18,PG-1007,Finisher East,F3,66,174.7,4.71,4.93,2316,11412.0,ISU growth model
2025-08-19,PG-1007,Finisher East,F3,67,176.4,4.74,5.16,2316,11959.0,ISU growth model
2025-08-20,PG-1007,Finisher East,F3,68,178.2,4.78,5.09,2316,11799.0,ISU growth model
2025-08-21,PG-1007,Finisher East,F3,69,179.9,4.82,5.01,2316,11613.0,ISU growth model
2025-08-22,PG-1007,Finisher East,F3,70,181.7,4.86,5.27,2316,12208.0,ISU growth model
2025-08-23,PG-1007,Finisher East,F3,71,183.5,4.89,5.35,2316,12396.0,ISU growth model
2025-08-24,PG-1007,Finisher East,F3,72,185.2,4.93,5.48,2316,12686.0,ISU growth model
2025-08-25,PG-1007,Finisher East,F3,73,187.0,4.97,5.23,2316,12108.0,ISU growth model
2025-08-26,PG-1007,Finisher East,F3,74,188.7,5.01,4.94,2316,11444.0,ISU growth model
2025-08-27,PG-1007,Finisher East,F3,75,190.5,5.05,5.11,2316,11824.0,ISU growth model
2025-08-28,PG-1007,Finisher East,F3,76,192.3,5.08,5.57,2316,12910.0,ISU growth model
2025-08-29,PG-1007,Finisher East,F3,77,194.0,5.12,4.79,2316,11086.0,ISU growth model
2025-08-30,PG-1007,Finisher East,F3,78,195.8,5.16,5.31,2316,12302.0,ISU growth model
2025-08-31,PG-1007,Finisher East,F3,79,197.6,5.2,5.03,2316,11658.0,ISU growth model
2025-09-01,PG-1007,Finisher East,F3,80,199.3,5.24,5.25,2316,12153.0,ISU growth model
2025-09-02,PG-1007,Finisher East,F3,81,201.1,5.27,5.81,2316,13461.0,ISU growth model
2025-09-03,PG-1007,Finisher East,F3,82,202.8,5.31,5.39,2316,12488.0,ISU growth model
2025-09-04,PG-1007,Finisher East,F3,83,204.6,5.35,5.37,2316,12434.0,ISU growth model
2025-09-05,PG-1007,Finisher East,F3,84,206.4,5.39,4.8,2316,11118.0,ISU growth model
2025-09-06,PG-1007,Finisher East,F3,85,208.1,5.42,5.75,2316,13313.0,ISU growth model
2025-09-07,PG-1007,Finisher East,F3,86,209.9,5.46,5.74,2316,13304.0,ISU growth model
2025-09-08,PG-1007,Finisher East,F3,87,211.6,5.5,6.45,2316,14943.0,ISU growth model
2025-09-09,PG-1007,Finisher East,F3,88,213.4,5.54,5.4,2316,12510.0,ISU growth model
2025-09-10,PG-1007,Finisher East,F3,89,215.2,5.58,5.67,2316,13140.0,ISU growth model
2025-09-11,PG-1007,Finisher East,F3,90,216.9,5.61,5.73,2316,13261.0,ISU growth model
2025-09-12,PG-1007,Finisher East,F3,91,218.7,5.65,6.36,2316,14741.0,ISU growth model
2025-09-13,PG-1007,Finisher East,F3,92,220.4,5.69,5.65,2316,13076.0,ISU growth model
2025-09-14,PG-1007,Finisher East,F3,93,222.2,5.73,5.86,2316,13561.0,ISU growth model
2025-09-15,PG-1007,Finisher East,F3,94,224.0,5.77,6.05,2316,14002.0,ISU growth model
2025-09-16,PG-1007,Finisher East,F3,95,225.7,5.8,5.89,2316,13641.0,ISU growth model
2025-09-17,PG-1007,Finisher East,F3,96,227.5,5.84,5.63,2316,13044.0,ISU growth model
2025-09-18,PG-1007,Finisher East,F3,97,229.2,5.88,5.97,2316,13827.0,ISU growth model
2025-09-19,PG-1007,Finisher East,F3,98,231.0,5.92,6.42,2316,14880.0,ISU growth model
2025-09-20,PG-1007,Finisher East,F3,99,232.8,5.95,5.47,2316,12658.0,ISU growth model
2025-09-21,PG-1007,Finisher East,F3,100,234.5,5.99,6.06,2316,14026.0,ISU growth model
2025-09-22,PG-1007,Finisher East,F3,101,236.3,6.03,5.69,2316,13184.0,ISU growth model
2025-09-23,PG-1007,Finisher East,F3,102,238.0,6.07,6.65,2316,15397.0,ISU growth model
2025-09-24,PG-1007,Finisher East,F3,103,239.8,6.11,5.36,2316,12418.0,ISU growth model
2025-09-25,PG-1007,Finisher East,F3,104,241.6,6.14,5.87,2316,13593.0,ISU growth model
2025-09-26,PG-1007,Finisher East,F3,105,243.3,6.18,6.37,2316,14749.0,ISU growth model
2025-09-27,PG-1007,Finisher East,F3,106,245.1,6.22,7.0,2316,16208.0,ISU growth model
2025-09-28,PG-1007,Finisher East,F3,107,246.9,6.26,6.22,2316,14416.0,ISU growth model
2025-09-29,PG-1007,Finisher East,F3,108,248.6,6.3,6.02,2316,13932.0,ISU growth model
2025-09-30,PG-1007,Finisher East,F3,109,250.4,6.33,7.29,2316,16875.0,ISU growth model
2025-10-01,PG-1007,Finisher East,F3,110,252.1,6.37,5.63,2316,13046.0,ISU growth model
2025-10-02,PG-1007,Finisher East,F3,111,253.9,6.41,5.28,2316,12232.0,ISU growth model
2025-09-23,PG-1008,Finisher East,F3,0,57.3,2.18,2.3,2386,5476.0,ISU growth model
2025-09-24,PG-1008,Finisher East,F3,1,59.0,2.22,2.39,2386,5710.0,ISU growth model
2025-09-25,PG-1008,Finisher East,F3,2,60.6,2.25,2.46,2386,5860.0,ISU growth model
2025-09-26,PG-1008,Finisher East,F3,3,62.3,2.29,2.53,2386,6035.0,ISU growth model
2025-09-27,PG-1008,Finisher East,F3,4,64.0,2.33,2.28,2386,5449.0,ISU growth model
2025-09-28,PG-1008,Finisher East,F3,5,65.6,2.36,2.14,2386,5116.0,ISU growth model
2025-09-29,PG-1008,Finisher East,F3,6,67.3,2.4,2.37,2386,5666.0,ISU growth model
2025-09-30,PG-1008,Finisher East,F3,7,69.0,2.43,2.56,2386,6098.0,ISU growth model
2025-10-01,PG-1008,Finisher East,F3,8,70.6,2.47,2.23,2386,5311.0,ISU growth model
2025-10-02,PG-1008,Finisher East,F3,9,72.3,2.5,2.84,2386,6769.0,ISU growth model
2025-10-03,PG-1008,Finisher East,F3,10,74.0,2.54,2.72,2386,6496.0,ISU growth model
2025-10-04,PG-1008,Finisher East,F3,11,75.6,2.58,2.53,2386,6044.0,ISU growth model
2025-10-05,PG-1008,Finisher East,F3,12,77.3,2.61,2.46,2386,5877.0,ISU growth model
2025-10-06,PG-1008,Finisher East,F3,13,79.0,2.65,2.51,2386,5979.0,ISU growth model
2025-10-07,PG-1008,Finisher East,F3,14,80.6,2.68,2.7,2386,6440.0,ISU growth model
2025-10-08,PG-1008,Finisher East,F3,15,82.3,2.72,2.67,2386,6369.0,ISU growth model
2025-10-09,PG-1008,Finisher East,F3,16,83.9,2.75,2.96,2386,7073.0,ISU growth model
2025-10-10,PG-1008,Finisher East,F3,17,85.6,2.79,2.71,2386,6476.0,ISU growth model
2025-10-11,PG-1008,Finisher East,F3,18,87.3,2.83,2.94,2386,7017.0,ISU growth model
2025-10-12,PG-1008,Finisher East,F3,19,88.9,2.86,2.86,2386,6814.0,ISU growth model
2025-10-13,PG-1008,Finisher East,F3,20,90.6,2.9,2.22,2386,5298.0,ISU growth model
2025-10-14,PG-1008,Finisher East,F3,21,92.3,2.93,2.16,2386,5154.0,ISU growth model
2025-10-15,PG-1008,Finisher East,F3,22,93.9,2.97,2.35,2386,5615.0,ISU growth model
2025-10-16,PG-1008,Finisher East,F3,23,95.6,3.01,2.38,2386,5689.0,ISU growth model
2025-10-17,PG-1008,Finisher East,F3,24,97.3,3.04,2.36,2386,5643.0,ISU growth model
2025-10-18,PG-1008,Finisher East,F3,25,98.9,3.08,2.42,2386,5774.0,ISU growth model
2025-10-19,PG-1008,Finisher East,F3,26,100.6,3.11,2.16,2386,5150.0,ISU growth model
2025-10-20,PG-1008,Finisher East,F3,27,102.3,3.15,2.42,2386,5780.0,ISU growth model
2025-10-21,PG-1008,Finisher East,F3,28,103.9,3.18,3.5,2386,8358.0,ISU growth model
2025-10-22,PG-1008,Finisher East,F3,29,105.6,3.22,3.35,2386,7986.0,ISU growth model
2025-10-23,PG-1008,Finisher East,F3,30,107.3,3.26,2.99,2386,7129.0,ISU growth model
2025-10-24,PG-1008,Finisher East,F3,31,108.9,3.29,3.28,2386,7823.0,ISU growth model
2025-10-25,PG-1008,Finisher East,F3,32,110.6,3.33,3.43,2386,8178.0,ISU growth model
2025-10-26,PG-1008,Finisher East,F3,33,112.3,3.36,3.16,2386,7539.0,ISU growth model
2025-10-27,PG-1008,Finisher East,F3,34,113.9,3.4,3.03,2386,7230.0,ISU growth model
2025-10-28,PG-1008,Finisher East,F3,35,115.6,3.44,3.35,2386,7989.0,ISU growth model
2025-10-29,PG-1008,Finisher East,F3,36,117.3,3.47,3.27,2386,7791.0,ISU growth model
2025-10-30,PG-1008,Finisher East,F3,37,118.9,3.51,3.5,2386,8358.0,ISU growth model
2025-10-31,PG-1008,Finisher East,F3,38,120.6,3.54,3.09,2386,7377.0,ISU growth model
2025-11-01,PG-1008,Finisher East,F3,39,122.3,3.58,3.74,2386,8924.0,ISU growth model
2025-11-02,PG-1008,Finisher East,F3,40,123.9,3.61,3.43,2386,8186.0,ISU growth model
2025-11-03,PG-1008,Finisher East,F3,41,125.6,3.65,3.94,2386,9403.0,ISU growth model
2025-11-04,PG-1008,Finisher East,F3,42,127.2,3.69,3.6,2386,8600.0,ISU growth model
2025-11-05,PG-1008,Finisher East,F3,43,128.9,3.72,3.71,2386,8862.0,ISU growth model
2025-11-06,PG-1008,Finisher East,F3,44,130.6,3.76,3.71,2386,8841.0,ISU growth model
2025-11-07,PG-1008,Finisher East,F3,45,132.2,3.79,3.58,2386,8552.0,ISU growth model
2025-11-08,PG-1008,Finisher East,F3,46,133.9,3.83,4.59,2386,10943.0,ISU growth model
2025-11-09,PG-1008,Finisher East,F3,47,135.6,3.86,3.71,2386,8856.0,ISU growth model
2025-11-10,PG-1008,Finisher East,F3,48,137.2,3.9,4.22,2386,10069.0,ISU growth model
2025-11-11,PG-1008,Finisher East,F3,49,138.9,3.94,3.59,2386,8571.0,ISU growth model
2025-11-12,PG-1008,Finisher East,F3,50,140.6,3.97,4.09,2386,9760.0,ISU growth model
2025-11-13,PG-1008,Finisher East,F3,51,142.2,4.01,4.16,2386,9930.0,ISU growth model
2025-11-14,PG-1008,Finisher East,F3,52,143.9,4.04,4.04,2386,9630.0,ISU growth model
2025-11-15,PG-1008,Finisher East,F3,53,145.6,4.08,3.89,2386,9290.0,ISU growth model
2025-11-16,PG-1008,Finisher East,F3,54,147.2,4.12,4.03,2386,9613.0,ISU growth model
2025-11-17,PG-1008,Finisher East,F3,55,148.9,4.15,4.02,2386,9586.0,ISU growth model
2025-11-18,PG-1008,Finisher East,F3,56,150.6,4.19,4.99,2386,11910.0,ISU growth model
2025-11-19,PG-1008,Finisher East,F3,57,152.2,4.22,4.22,2386,10058.0,ISU growth model
2025-11-20,PG-1008,Finisher East,F3,58,153.9,4.26,4.44,2386,10588.0,ISU growth model
2025-11-21,PG-1008,Finisher East,F3,59,155.6,4.29,4.91,2386,11707.0,ISU growth model
2025-11-22,PG-1008,Finisher East,F3,60,157.2,4.33,4.03,2386,9608.0,ISU growth model
2025-11-23,PG-1008,Finisher East,F3,61,158.9,4.37,4.38,2386,10449.0,ISU growth model
2025-11-24,PG-1008,Finisher East,F3,62,160.6,4.4,4.31,2386,10277.0,ISU growth model
2025-11-25,PG-1008,Finisher East,F3,63,162.2,4.44,4.41,2386,10516.0,ISU growth model
2025-11-26,PG-1008,Finisher East,F3,64,163.9,4.47,4.41,2386,10521.0,ISU growth model
2025-11-27,PG-1008,Finisher East,F3,65,165.6,4.51,4.25,2386,10129.0,ISU growth model
2025-11-28,PG-1008,Finisher East,F3,66,167.2,4.55,4.62,2386,11014.0,ISU growth model
2025-11-29,PG-1008,Finisher East,F3,67,168.9,4.58,4.19,2386,10001.0,ISU growth model
2025-11-30,PG-1008,Finisher East,F3,68,170.6,4.62,4.98,2386,11887.0,ISU growth model
2025-12-01,PG-1008,Finisher East,F3,69,172.2,4.65,4.88,2386,11655.0,ISU growth model
2025-12-02,PG-1008,Finisher East,F3,70,173.9,4.69,4.5,2386,10745.0,ISU growth model
2025-12-03,PG-1008,Finisher East,F3,71,175.5,4.72,4.56,2386,10871.0,ISU growth model
2025-12-04,PG-1008,Finisher East,F3,72,177.2,4.76,4.86,2386,11608.0,ISU growth model
2025-12-05,PG-1008,Finisher East,F3,73,178.9,4.8,4.49,2386,10712.0,ISU growth model
2025-12-06,PG-1008,Finisher East,F3,74,180.5,4.83,5.53,2386,13200.0,ISU growth model
2025-12-07,PG-1008,Finisher East,F3,75,182.2,4.87,5.01,2386,11946.0,ISU growth model
2025-12-08,PG-1008,Finisher East,F3,76,183.9,4.9,5.06,2386,12067.0,ISU growth model
2025-12-09,PG-1008,Finisher East,F3,77,185.5,4.94,5.21,2386,12427.0,ISU growth model
2025-12-10,PG-1008,Finisher East,F3,78,187.2,4.97,4.74,2386,11320.0,ISU growth model
2025-12-11,PG-1008,Finisher East,F3,79,188.9,5.01,5.45,2386,12997.0,ISU growth model
2025-12-12,PG-1008,Finisher East,F3,80,190.5,5.05,5.09,2386,12151.0,ISU growth model
2025-12-13,PG-1008,Finisher East,F3,81,192.2,5.08,5.47,2386,13048.0,ISU growth model
2025-12-14,PG-1008,Finisher East,F3,82,193.9,5.12,5.04,2386,12018.0,ISU growth model
2025-12-15,PG-1008,Finisher East,F3,83,195.5,5.15,5.7,2386,13593.0,ISU growth model
2025-12-16,PG-1008,Finisher East,F3,84,197.2,5.19,5.36,2386,12780.0,ISU growth model
2025-12-17,PG-1008,Finisher East,F3,85,198.9,5.23,6.14,2386,14645.0,ISU growth model
2025-12-18,PG-1008,Finisher East,F3,86,200.5,5.26,5.11,2386,12183.0,ISU growth model
2025-12-19,PG-1008,Finisher East,F3,87,202.2,5.3,5.38,2386,12846.0,ISU growth model
2025-12-20,PG-1008,Finisher East,F3,88,203.9,5.33,4.89,2386,11674.0,ISU growth model
2025-12-21,PG-1008,Finisher East,F3,89,205.5,5.37,5.14,2386,12268.0,ISU growth model
2025-12-22,PG-1008,Finisher East,F3,90,207.2,5.4,5.67,2386,13534.0,ISU growth model
2025-12-23,PG-1008,Finisher East,F3,91,208.9,5.44,5.93,2386,14154.0,ISU growth model
2025-12-24,PG-1008,Finisher East,F3,92,210.5,5.48,6.78,2386,16166.0,ISU growth model
2025-12-25,PG-1008,Finisher East,F3,93,212.2,5.51,5.47,2386,13050.0,ISU growth model
2025-12-26,PG-1008,Finisher East,F3,94,213.9,5.55,5.13,2386,12249.0,ISU growth model
2025-12-27,PG-1008,Finisher East,F3,95,215.5,5.58,5.92,2386,14125.0,ISU growth model
2025-12-28,PG-1008,Finisher East,F3,96,217.2,5.62,5.11,2386,12198.0,ISU growth model
2025-12-29,PG-1008,Finisher East,F3,97,218.8,5.66,5.91,2386,14103.0,ISU growth model
2025-12-30,PG-1008,Finisher East,F3,98,220.5,5.69,5.46,2386,13033.0,ISU growth model
2025-12-31,PG-1008,Finisher East,F3,99,222.2,5.73,5.82,2386,13896.0,ISU growth model
2026-01-01,PG-1008,Finisher East,F3,100,223.8,5.76,6.27,2386,14950.0,ISU growth model
2026-01-02,PG-1008,Finisher East,F3,101,225.5,5.8,5.75,2386,13713.0,ISU growth model
2026-01-03,PG-1008,Finisher East,F3,102,227.2,5.83,6.27,2386,14959.0,ISU growth model
2026-01-04,PG-1008,Finisher East,F3,103,228.8,5.87,6.28,2386,14984.0,ISU growth model
2026-01-05,PG-1008,Finisher East,F3,104,230.5,5.91,5.03,2386,11990.0,ISU growth model
2026-01-06,PG-1008,Finisher East,F3,105,232.2,5.94,5.51,2386,13154.0,ISU growth model
2026-01-07,PG-1008,Finisher East,F3,106,233.8,5.98,5.23,2386,12480.0,ISU growth model
2026-01-08,PG-1008,Finisher East,F3,107,235.5,6.01,6.98,2386,16645.0,ISU growth model
2026-01-09,PG-1008,Finisher East,F3,108,237.2,6.05,6.0,2386,14312.0,ISU growth model
2026-01-10,PG-1008,Finisher East,F3,109,238.8,6.08,6.95,2386,16587.0,ISU growth model
2026-01-11,PG-1008,Finisher East,F3,110,240.5,6.12,5.32,2386,12696.0,ISU growth model
2026-01-12,PG-1008,Finisher East,F3,111,242.2,6.16,5.87,2386,14016.0,ISU growth model
2025-06-09,PG-1009,Finisher West,FW1,0,57.7,2.19,2.45,2456,6017.0,ISU growth model
2025-06-10,PG-1009,Finisher West,FW1,1,59.6,2.23,2.48,2456,6083.0,ISU growth model
2025-06-11,PG-1009,Finisher West,FW1,2,61.4,2.27,2.16,2456,5297.0,ISU growth model
2025-06-12,PG-1009,Finisher West,FW1,3,63.2,2.31,2.38,2456,5852.0,ISU growth model
2025-06-13,PG-1009,Finisher West,FW1,4,65.1,2.35,2.44,2456,5998.0,ISU growth model
2025-06-14,PG-1009,Finisher West,FW1,5,66.9,2.39,2.44,2456,5989.0,ISU growth model
2025-06-15,PG-1009,Finisher West,FW1,6,68.8,2.43,2.32,2456,5701.0,ISU growth model
2025-06-16,PG-1009,Finisher West,FW1,7,70.6,2.47,2.34,2456,5735.0,ISU growth model
2025-06-17,PG-1009,Finisher West,FW1,8,72.4,2.51,2.5,2456,6145.0,ISU growth model
2025-06-18,PG-1009,Finisher West,FW1,9,74.3,2.55,2.79,2456,6841.0,ISU growth model
2025-06-19,PG-1009,Finisher West,FW1,10,76.1,2.59,2.7,2456,6628.0,ISU growth model
2025-06-20,PG-1009,Finisher West,FW1,11,77.9,2.63,2.55,2456,6257.0,ISU growth model
2025-06-21,PG-1009,Finisher West,FW1,12,79.8,2.67,2.83,2456,6950.0,ISU growth model
2025-06-22,PG-1009,Finisher West,FW1,13,81.6,2.7,2.09,2456,5129.0,ISU growth model
2025-06-23,PG-1009,Finisher West,FW1,14,83.4,2.74,3.0,2456,7359.0,ISU growth model
2025-06-24,PG-1009,Finisher West,FW1,15,85.3,2.78,2.4,2456,5885.0,ISU growth model
2025-06-25,PG-1009,Finisher West,FW1,16,87.1,2.82,2.74,2456,6732.0,ISU growth model
2025-06-26,PG-1009,Finisher West,FW1,17,89.0,2.86,2.61,2456,6401.0,ISU growth model
2025-06-27,PG-1009,Finisher West,FW1,18,90.8,2.9,2.6,2456,6389.0,ISU growth model
2025-06-28,PG-1009,Finisher West,FW1,19,92.6,2.94,3.21,2456,7895.0,ISU growth model
2025-06-29,PG-1009,Finisher West,FW1,20,94.5,2.98,2.87,2456,7048.0,ISU growth model
2025-06-30,PG-1009,Finisher West,FW1,21,96.3,3.02,3.1,2456,7624.0,ISU growth model
2025-07-01,PG-1009,Finisher West,FW1,22,98.1,3.06,3.05,2456,7487.0,ISU growth model
2025-07-02,PG-1009,Finisher West,FW1,23,100.0,3.1,3.22,2456,7903.0,ISU growth model
2025-07-03,PG-1009,Finisher West,FW1,24,101.8,3.14,3.16,2456,7757.0,ISU growth model
2025-07-04,PG-1009,Finisher West,FW1,25,103.7,3.18,2.85,2456,7005.0,ISU growth model
2025-07-05,PG-1009,Finisher West,FW1,26,105.5,3.22,3.47,2456,8533.0,ISU growth model
2025-07-06,PG-1009,Finisher West,FW1,27,107.3,3.26,3.13,2456,7684.0,ISU growth model
2025-07-07,PG-1009,Finisher West,FW1,28,109.2,3.3,2.89,2456,7089.0,ISU growth model
2025-07-08,PG-1009,Finisher West,FW1,29,111.0,3.34,3.22,2456,7914.0,ISU growth model
2025-07-09,PG-1009,Finisher West,FW1,30,112.8,3.38,3.78,2456,9287.0,ISU growth model
2025-07-10,PG-1009,Finisher West,FW1,31,114.7,3.42,3.65,2456,8959.0,ISU growth model
2025-07-11,PG-1009,Finisher West,FW1,32,116.5,3.46,3.36,2456,8249.0,ISU growth model
2025-07-12,PG-1009,Finisher West,FW1,33,118.3,3.49,3.4,2456,8343.0,ISU growth model
2025-07-13,PG-1009,Finisher West,FW1,34,120.2,3.53,3.44,2456,8456.0,ISU growth model
2025-07-14,PG-1009,Finisher West,FW1,35,122.0,3.57,4.17,2456,10235.0,ISU growth model
2025-07-15,PG-1009,Finisher West,FW1,36,123.9,3.61,3.72,2456,9145.0,ISU growth model
2025-07-16,PG-1009,Finisher West,FW1,37,125.7,3.65,3.78,2456,9279.0,ISU growth model
2025-07-17,PG-1009,Finisher West,FW1,38,127.5,3.69,4.0,2456,9815.0,ISU growth model
2025-07-18,PG-1009,Finisher West,FW1,39,129.4,3.73,3.8,2456,9340.0,ISU growth model
2025-07-19,PG-1009,Finisher West,FW1,40,131.2,3.77,3.69,2456,9070.0,ISU growth model
2025-07-20,PG-1009,Finisher West,FW1,41,133.0,3.81,3.75,2456,9211.0,ISU growth model
2025-07-21,PG-1009,Finisher West,FW1,42,134.9,3.85,3.83,2456,9401.0,ISU growth model
2025-07-22,PG-1009,Finisher West,FW1,43,136.7,3.89,3.88,2456,9524.0,ISU growth model
2025-07-23,PG-1009,Finisher West,FW1,44,138.6,3.93,4.16,2456,10211.0,ISU growth model
2025-07-24,PG-1009,Finisher West,FW1,45,140.4,3.97,3.98,2456,9787.0,ISU growth model
2025-07-25,PG-1009,Finisher West,FW1,46,142.2,4.01,4.24,2456,10420.0,ISU growth model
2025-07-26,PG-1009,Finisher West,FW1,47,144.1,4.05,4.02,2456,9876.0,ISU growth model
2025-07-27,PG-1009,Finisher West,FW1,48,145.9,4.09,4.11,2456,10101.0,ISU growth model
2025-07-28,PG-1009,Finisher West,FW1,49,147.7,4.13,3.47,2456,8514.0,ISU growth model
2025-07-29,PG-1009,Finisher West,FW1,50,149.6,4.17,4.47,2456,10981.0,ISU growth model
2025-07-30,PG-1009,Finisher West,FW1,51,151.4,4.21,4.32,2456,10615.0,ISU growth model
2025-07-31,PG-1009,Finisher West,FW1,52,153.3,4.24,4.58,2456,11258.0,ISU growth model
2025-08-01,PG-1009,Finisher West,FW1,53,155.1,4.28,3.29,2456,8084.0,ISU growth model
2025-08-02,PG-1009,Finisher West,FW1,54,156.9,4.32,5.05,2456,12394.0,ISU growth model
2025-08-03,PG-1009,Finisher West,FW1,55,158.8,4.36,4.31,2456,10597.0,ISU growth model
2025-08-04,PG-1009,Finisher West,FW1,56,160.6,4.4,4.79,2456,11772.0,ISU growth model
2025-08-05,PG-1009,Finisher West,FW1,57,162.4,4.44,4.07,2456,10003.0,ISU growth model
2025-08-06,PG-1009,Finisher West,FW1,58,164.3,4.48,4.7,2456,11547.0,ISU growth model
2025-08-07,PG-1009,Finisher West,FW1,59,166.1,4.52,4.14,2456,10169.0,ISU growth model
2025-08-08,PG-1009,Finisher West,FW1,60,167.9,4.56,4.33,2456,10642.0,ISU growth model
2025-08-09,PG-1009,Finisher West,FW1,61,169.8,4.6,5.3,2456,13028.0,ISU growth model
2025-08-10,PG-1009,Finisher West,FW1,62,171.6,4.64,4.57,2456,11222.0,ISU growth model
2025-08-11,PG-1009,Finisher West,FW1,63,173.5,4.68,4.76,2456,11692.0,ISU growth model
2025-08-12,PG-1009,Finisher West,FW1,64,175.3,4.72,5.05,2456,12396.0,ISU growth model
2025-08-13,PG-1009,Finisher West,FW1,65,177.1,4.76,4.95,2456,12150.0,ISU growth model
2025-08-14,PG-1009,Finisher West,FW1,66,179.0,4.8,4.86,2456,11925.0,ISU growth model
2025-08-15,PG-1009,Finisher West,FW1,67,180.8,4.84,4.98,2456,12227.0,ISU growth model
2025-08-16,PG-1009,Finisher West,FW1,68,182.6,4.88,5.81,2456,14280.0,ISU growth model
2025-08-17,PG-1009,Finisher West,FW1,69,184.5,4.92,4.89,2456,12019.0,ISU growth model
