report_begin_date,report_end_date,published_date,group,category,description,commodity,class,volume,unit,Year,IndexbyYear,report_date
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2193,"Head",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.7,"Pct",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",60849,"Head",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.5,"Pct",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2310,"Head",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",34611,"Head",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",6.3,"Pct",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2410318,"Head",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2476311,"Head",2025,18,2025-04-28 00:00:00.000
"04/27/2025","05/03/2025","05/15/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32418,"Head",2025,18,2025-04-28 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59670,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.3,"Pct",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2306,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.5,"Pct",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",35146,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2415943,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",555260,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5077,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",32425,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2721,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2351196,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2306,"Head",2025,17,2025-04-21 00:00:00.000
"04/20/2025","04/26/2025","05/08/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",7.7,"Pct",2025,17,2025-04-21 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",44883,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",1945,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",41380,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",55563,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2367223,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",7.8,"Pct",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",1945,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",92.2,"Pct",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2306023,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.3,"Pct",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",577626,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",3503,"Head",2025,16,2025-04-14 00:00:00.000
"04/13/2025","04/19/2025","05/01/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5637,"Head",2025,16,2025-04-14 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2421,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2476501,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",42880,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2596,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5701,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",59196,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",40284,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2421,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",563972,"Head",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.9,"Pct",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",6.1,"Pct",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,15,2025-04-07 00:00:00.000
"04/06/2025","04/12/2025","04/24/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2411604,"Head",2025,15,2025-04-07 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2098,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",38913,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2215,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",5.4,"Pct",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2443516,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",4474,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.6,"Pct",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.5,"Pct",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",41128,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",586034,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2509486,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",61496,"Head",2025,14,2025-03-31 00:00:00.000
"03/30/2025","04/05/2025","04/17/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2098,"Head",2025,14,2025-03-31 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",6.7,"Pct",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",58694,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2412,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2412,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",42810,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",3068,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5476,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2412421,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",45878,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2476591,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",93.3,"Pct",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",608580,"Head",2025,13,2025-03-24 00:00:00.000
"03/23/2025","03/29/2025","04/10/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,13,2025-03-24 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",39499,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",5.7,"Pct",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2358305,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.3,"Pct",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.5,"Pct",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",557527,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",60865,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.3,"Pct",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2424175,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",41898,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5005,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2399,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2256,"Head",2025,12,2025-03-17 00:00:00.000
"03/16/2025","03/22/2025","04/03/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2256,"Head",2025,12,2025-03-17 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",586280,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",60070,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.4,"Pct",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",36914,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.3,"Pct",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",5.7,"Pct",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2501000,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",39161,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2435181,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",5749,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2247,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2519,"Head",2025,11,2025-03-10 00:00:00.000
"03/09/2025","03/15/2025","03/27/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2519,"Head",2025,11,2025-03-10 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves Total","All",2538,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep Total","All",39272,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2159,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",5.5,"Pct",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.6,"Pct",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",62173,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Calves","Calves",2538,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",579267,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",4750,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs Total","All",2401047,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",97.2,"Pct",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Barrows & Gilts",2334124,"Head",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",94.5,"Pct",2025,10,2025-03-03 00:00:00.000
"03/02/2025","03/08/2025","03/20/2025 10:00:03","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Lambs & Yearlings",37113,"Head",2025,10,2025-03-03 00:00:00.000
"02/23/2025","03/01/2025","03/13/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Sheep","Mature Sheep",2576,"Head",2025,9,2025-02-24 00:00:00.000
"02/23/2025","03/01/2025","03/13/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Sows",2.4,"Pct",2025,9,2025-02-24 00:00:00.000
"02/23/2025","03/01/2025","03/13/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Hogs","Boars",0.2,"Pct",2025,9,2025-02-24 00:00:00.000
"02/23/2025","03/01/2025","03/13/2025 10:00:02","Livestock","Federally Inspected Slaughter (Actual)","Head Slaughtered","Slaughter Cattle Total","All",568747,"Head",2025,9,2025-02-24 00:00:00.000
