baseSubsidyAmount,conservationComplianceSubsidyReductionAmount,coverageLevelPercent,coveragePrice,endDate,endorsementLength,expectedEndingValueAmount,headCount,insuredSharePercent,livestockRate,perHeadPremium,perHundredWeightPremium,perUnitPremium,practiceCode,producerPremiumAmount,salesEffectiveDate,subsidyPercent,targetWeightQuantity,typeCode,unitPrice,benefitsReceivedYearCount,conservationComplianceSubsidyReductionPercent,farmerRancherIndicatorCode,farmerRancherSubsidyAmount,liabilityAmount,subsidyAmount,totalPremiumAmount,commodityCode,commodityYear,countyCode,errorMessages,insurancePlanCode,isValid,reinsuranceYear,stateCode,trackingId,Commodity,Strike,Grouping Date,CME Premium,BusinessDayOfMonth,LookupMonth,LastBusinessDay,Weekdays to Expiration,Expiration Date,Futures Price
6274,0,0.75,76.46,2026-07-13 00:00:00.000,30,101.942,10000,1,0.006631,0.51,0.23,0.51,207,5134,20251215,0.55,2.25,997,"",0,0,"",0,1720350,6274,11408,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202607",0.45,9,7,23,-2,2026-07-15 00:00:00.000,102
10260,0,0.8,81.55,2026-07-13 00:00:00.000,30,101.942,10000,1,0.011183,1.03,0.46,1.03,207,10259,20251215,0.5,2.25,997,"",0,0,"",0,1834875,10260,20519,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202607",0.825,9,7,23,-2,2026-07-15 00:00:00.000,102
15431,0,0.85,86.65,2026-07-13 00:00:00.000,30,101.942,10000,1,0.017588,1.89,0.84,1.89,207,18859,20251215,0.45,2.25,997,"",0,0,"",0,1949625,15431,34290,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202607",1.25,9,7,23,-2,2026-07-15 00:00:00.000,102
20756,0,0.875,89.2,2026-07-13 00:00:00.000,30,101.942,10000,1,0.022982,2.54,1.13,2.54,207,25369,20251215,0.45,2.25,997,"",0,0,"",0,2007000,20756,46125,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",90,"202607",1.925,9,7,23,-2,2026-07-15 00:00:00.000,102
24417,0,0.9,91.75,2026-07-13 00:00:00.000,30,101.942,10000,1,0.029569,3.66,1.63,3.66,207,36625,20251215,0.4,2.25,997,"",0,0,"",0,2064375,24417,61042,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",92,"202607",2.375,9,7,23,-2,2026-07-15 00:00:00.000,102
31761,0,0.925,94.3,2026-07-13 00:00:00.000,30,101.942,10000,1,0.037423,4.76,2.12,4.76,207,47641,20251215,0.4,2.25,997,"",0,0,"",0,2121750,31761,79402,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",94,"202607",2.95,9,7,23,-2,2026-07-15 00:00:00.000,102
6274,0,0.75,76.46,2026-07-13 00:00:00.000,30,101.942,10000,1,0.006631,0.51,0.23,0.51,207,5134,20251215,0.55,2.25,821,"",0,0,"",0,1720350,6274,11408,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202607",0.45,9,7,23,-2,2026-07-15 00:00:00.000,102
10260,0,0.8,81.55,2026-07-13 00:00:00.000,30,101.942,10000,1,0.011183,1.03,0.46,1.03,207,10259,20251215,0.5,2.25,821,"",0,0,"",0,1834875,10260,20519,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202607",0.825,9,7,23,-2,2026-07-15 00:00:00.000,102
15431,0,0.85,86.65,2026-07-13 00:00:00.000,30,101.942,10000,1,0.017588,1.89,0.84,1.89,207,18859,20251215,0.45,2.25,821,"",0,0,"",0,1949625,15431,34290,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202607",1.25,9,7,23,-2,2026-07-15 00:00:00.000,102
20756,0,0.875,89.2,2026-07-13 00:00:00.000,30,101.942,10000,1,0.022982,2.54,1.13,2.54,207,25369,20251215,0.45,2.25,821,"",0,0,"",0,2007000,20756,46125,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",90,"202607",1.925,9,7,23,-2,2026-07-15 00:00:00.000,102
24417,0,0.9,91.75,2026-07-13 00:00:00.000,30,101.942,10000,1,0.029569,3.66,1.63,3.66,207,36625,20251215,0.4,2.25,821,"",0,0,"",0,2064375,24417,61042,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",92,"202607",2.375,9,7,23,-2,2026-07-15 00:00:00.000,102
31761,0,0.925,94.3,2026-07-13 00:00:00.000,30,101.942,10000,1,0.037423,4.76,2.12,4.76,207,47641,20251215,0.4,2.25,821,"",0,0,"",0,2121750,31761,79402,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",94,"202607",2.95,9,7,23,-2,2026-07-15 00:00:00.000,102
8143,0,0.75,75.95,2026-08-10 00:00:00.000,34,101.263,10000,1,0.008664,0.67,0.3,0.67,208,6663,20251215,0.55,2.25,821,"",0,0,"",0,1708875,8143,14806,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202608",0.55,6,8,21,-4,2026-08-14 00:00:00.000,101.15
11419,0,0.8,81.01,2026-08-10 00:00:00.000,34,101.263,10000,1,0.012529,1.14,0.51,1.14,208,11418,20251215,0.5,2.25,821,"",0,0,"",0,1822725,11419,22837,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",82,"202608",0.975,6,8,21,-4,2026-08-14 00:00:00.000,101.15
18023,0,0.85,86.07,2026-08-10 00:00:00.000,34,101.263,10000,1,0.020681,2.2,0.98,2.2,208,22027,20251215,0.45,2.25,821,"",0,0,"",0,1936575,18023,40050,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",86,"202608",1.475,6,8,21,-4,2026-08-14 00:00:00.000,101.15
23004,0,0.875,88.61,2026-08-10 00:00:00.000,34,101.263,10000,1,0.02564,2.81,1.25,2.81,208,28115,20251215,0.45,2.25,821,"",0,0,"",0,1993725,23004,51119,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",88,"202608",1.825,6,8,21,-4,2026-08-14 00:00:00.000,101.15
27027,0,0.9,91.14,2026-08-10 00:00:00.000,34,101.263,10000,1,0.032949,4.05,1.8,4.05,208,40540,20251215,0.4,2.25,821,"",0,0,"",0,2050650,27027,67567,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",92,"202608",2.775,6,8,21,-4,2026-08-14 00:00:00.000,101.15
35199,0,0.925,93.67,2026-08-10 00:00:00.000,34,101.263,10000,1,0.041753,5.28,2.35,5.28,208,52799,20251215,0.4,2.25,821,"",0,0,"",0,2107575,35199,87998,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",94,"202608",3.4,6,8,21,-4,2026-08-14 00:00:00.000,101.15
9937,0,0.75,64.66,2026-09-14 00:00:00.000,39,86.212,10000,1,0.012419,0.81,0.36,0.81,309,8131,20251215,0.55,2.25,821,"",0,0,"",0,1454850,9937,18068,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",64,"202610",0.675,10,10,22,-22,2026-10-14 00:00:00.000,85.275
13388,0,0.8,68.97,2026-09-14 00:00:00.000,39,86.212,10000,1,0.017254,1.34,0.59,1.34,309,13387,20251215,0.5,2.25,821,"",0,0,"",0,1551825,13388,26775,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",68,"202610",1.025,10,10,22,-22,2026-10-14 00:00:00.000,85.275
20362,0,0.85,73.28,2026-09-14 00:00:00.000,39,86.212,10000,1,0.027443,2.49,1.11,2.49,309,24886,20251215,0.45,2.25,821,"",0,0,"",0,1648800,20362,45248,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202610",2,10,10,22,-22,2026-10-14 00:00:00.000,85.275
26355,0,0.875,75.44,2026-09-14 00:00:00.000,39,86.212,10000,1,0.034504,3.22,1.43,3.22,309,32212,20251215,0.45,2.25,821,"",0,0,"",0,1697400,26355,58567,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202610",2.5,10,10,22,-22,2026-10-14 00:00:00.000,85.275
29979,0,0.9,77.59,2026-09-14 00:00:00.000,39,86.212,10000,1,0.042931,4.5,2,4.5,309,44969,20251215,0.4,2.25,821,"",0,0,"",0,1745775,29979,74948,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",78,"202610",3.1,10,10,22,-22,2026-10-14 00:00:00.000,85.275
37818,0,0.925,79.75,2026-09-14 00:00:00.000,39,86.212,10000,1,0.05269,5.67,2.52,5.67,309,56728,20251215,0.4,2.25,821,"",0,0,"",0,1794375,37818,94546,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",80,"202610",3.8,10,10,22,-22,2026-10-14 00:00:00.000,85.275
9541,0,0.75,63.96,2026-10-12 00:00:00.000,43,85.275,10000,1,0.012054,0.78,0.35,0.78,310,7806,20251215,0.55,2.25,821,"",0,0,"",0,1439100,9541,17347,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",64,"202610",0.675,8,10,22,-2,2026-10-14 00:00:00.000,85.275
12667,0,0.8,68.22,2026-10-12 00:00:00.000,43,85.275,10000,1,0.016505,1.27,0.56,1.27,310,12667,20251215,0.5,2.25,821,"",0,0,"",0,1534950,12667,25334,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",68,"202610",1.025,8,10,22,-2,2026-10-14 00:00:00.000,85.275
19075,0,0.85,72.48,2026-10-12 00:00:00.000,43,85.275,10000,1,0.025993,2.33,1.04,2.33,310,23314,20251215,0.45,2.25,821,"",0,0,"",0,1630800,19075,42389,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",72,"202610",1.6,8,10,22,-2,2026-10-14 00:00:00.000,85.275
24563,0,0.875,74.62,2026-10-12 00:00:00.000,43,85.275,10000,1,0.032511,3,1.33,3,310,30021,20251215,0.45,2.25,821,"",0,0,"",0,1678950,24563,54584,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",74,"202610",2,8,10,22,-2,2026-10-14 00:00:00.000,85.275
27810,0,0.9,76.75,2026-10-12 00:00:00.000,43,85.275,10000,1,0.040261,4.17,1.85,4.17,310,41716,20251215,0.4,2.25,821,"",0,0,"",0,1726875,27810,69526,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",76,"202610",2.5,8,10,22,-2,2026-10-14 00:00:00.000,85.275
34920,0,0.925,78.88,2026-10-12 00:00:00.000,43,85.275,10000,1,0.049189,5.24,2.33,5.24,310,52381,20251215,0.4,2.25,821,"",0,0,"",0,1774800,34920,87301,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",78,"202610",3.1,8,10,22,-2,2026-10-14 00:00:00.000,85.275
8947,0,0.75,58.14,2026-11-09 00:00:00.000,47,77.515,10000,1,0.012436,0.73,0.33,0.73,311,7321,20251215,0.55,2.25,821,"",0,0,"",0,1308150,8947,16268,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",58,"202612",0.65,6,12,21,-25,2026-12-14 00:00:00.000,76.575
13567,0,0.8,62.01,2026-11-09 00:00:00.000,47,77.515,10000,1,0.019448,1.36,0.6,1.36,311,13567,20251215,0.5,2.25,821,"",0,0,"",0,1395225,13567,27134,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",62,"202612",1.1,6,12,21,-25,2026-12-14 00:00:00.000,76.575
21039,0,0.85,65.89,2026-11-09 00:00:00.000,47,77.515,10000,1,0.031537,2.57,1.14,2.57,311,25715,20251215,0.45,2.25,821,"",0,0,"",0,1482525,21039,46754,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",66,"202612",1.9,6,12,21,-25,2026-12-14 00:00:00.000,76.575
27176,0,0.875,67.83,2026-11-09 00:00:00.000,47,77.515,10000,1,0.03957,3.32,1.48,3.32,311,33215,20251215,0.45,2.25,821,"",0,0,"",0,1526175,27176,60391,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",68,"202612",2.45,6,12,21,-25,2026-12-14 00:00:00.000,76.575
30645,0,0.9,69.76,2026-11-09 00:00:00.000,47,77.515,10000,1,0.04881,4.6,2.04,4.6,311,45967,20251215,0.4,2.25,821,"",0,0,"",0,1569600,30645,76612,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",70,"202612",3.1,6,12,21,-25,2026-12-14 00:00:00.000,76.575
38196,0,0.925,71.7,2026-11-09 00:00:00.000,47,77.515,10000,1,0.059191,5.73,2.55,5.73,311,57294,20251215,0.4,2.25,821,"",0,0,"",0,1613250,38196,95490,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",72,"202612",3.85,6,12,21,-25,2026-12-14 00:00:00.000,76.575
8254,0,0.75,57.43,2026-12-14 00:00:00.000,52,76.575,10000,1,0.011614,0.68,0.3,0.68,312,6753,20251215,0.55,2.25,821,"",0,0,"",0,1292175,8254,15007,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",58,"202612",0.65,10,12,23,0,2026-12-14 00:00:00.000,76.575
12487,0,0.8,61.26,2026-12-14 00:00:00.000,52,76.575,10000,1,0.018119,1.25,0.55,1.25,312,12487,20251215,0.5,2.25,821,"",0,0,"",0,1378350,12487,24974,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",62,"202612",1.1,10,12,23,0,2026-12-14 00:00:00.000,76.575
19278,0,0.85,65.09,2026-12-14 00:00:00.000,52,76.575,10000,1,0.029252,2.36,1.05,2.36,312,23562,20251215,0.45,2.25,821,"",0,0,"",0,1464525,19278,42840,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",66,"202612",1.9,10,12,23,0,2026-12-14 00:00:00.000,76.575
24837,0,0.875,67,2026-12-14 00:00:00.000,52,76.575,10000,1,0.036612,3.04,1.35,3.04,312,30356,20251215,0.45,2.25,821,"",0,0,"",0,1507500,24837,55193,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",68,"202612",2.45,10,12,23,0,2026-12-14 00:00:00.000,76.575
27927,0,0.9,68.92,2026-12-14 00:00:00.000,52,76.575,10000,1,0.045023,4.19,1.86,4.19,312,41890,20251215,0.4,2.25,821,"",0,0,"",0,1550700,27927,69817,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",68,"202612",2.45,10,12,23,0,2026-12-14 00:00:00.000,76.575
34704,0,0.925,70.83,2026-12-14 00:00:00.000,52,76.575,10000,1,0.05444,5.21,2.31,5.21,312,52056,20251215,0.4,2.25,821,"",0,0,"",0,1593675,34704,86760,815,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","CME LEAN HOGS",70,"202612",3.1,10,12,23,0,2026-12-14 00:00:00.000,76.575
17822,0,0.75,173.37,2026-03-16 00:00:00.000,13,231.154,10000,1,0.001869,1.46,0.15,1.46,203,14581,20251215,0.55,10,820,"",0,0,"",0,17337000,17822,32403,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",174,"202604",0.425,11,4,22,-13,2026-04-02 00:00:00.000,230.025
27849,0,0.8,184.92,2026-03-16 00:00:00.000,13,231.154,10000,1,0.003012,2.78,0.28,2.78,203,27849,20251215,0.5,10,820,"",0,0,"",0,18492000,27849,55698,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",184,"202604",0.65,11,4,22,-13,2026-04-02 00:00:00.000,230.025
52422,0,0.85,196.48,2026-03-16 00:00:00.000,13,231.154,10000,1,0.005929,6.41,0.64,6.41,203,64071,20251215,0.45,10,820,"",0,0,"",0,19648000,52422,116493,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",196,"202604",1.325,11,4,22,-13,2026-04-02 00:00:00.000,230.025
75016,0,0.875,202.26,2026-03-16 00:00:00.000,13,231.154,10000,1,0.008242,9.17,0.92,9.17,203,91687,20251215,0.45,10,820,"",0,0,"",0,20226000,75016,166703,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",202,"202604",1.725,11,4,22,-13,2026-04-02 00:00:00.000,230.025
96564,0,0.9,208.04,2026-03-16 00:00:00.000,13,231.154,10000,1,0.011604,14.48,1.45,14.48,203,144846,20251215,0.4,10,820,"",0,0,"",0,20804000,96564,241410,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",208,"202604",2.8,11,4,22,-13,2026-04-02 00:00:00.000,230.025
140882,0,0.925,213.82,2026-03-16 00:00:00.000,13,231.154,10000,1,0.016472,21.13,2.11,21.13,203,211322,20251215,0.4,10,820,"",0,0,"",0,21382000,140882,352204,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",214,"202604",3.675,11,4,22,-13,2026-04-02 00:00:00.000,230.025
25083,0,0.75,173.14,2026-04-13 00:00:00.000,17,230.848,10000,1,0.002634,2.05,0.21,2.05,204,20522,20251215,0.55,10,820,"",0,0,"",0,17314000,25083,45605,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",174,"202604",0.425,9,4,22,6,2026-04-02 00:00:00.000,230.025
42052,0,0.8,184.68,2026-04-13 00:00:00.000,17,230.848,10000,1,0.004554,4.21,0.42,4.21,204,42051,20251215,0.5,10,820,"",0,0,"",0,18468000,42052,84103,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",184,"202604",0.65,9,4,22,6,2026-04-02 00:00:00.000,230.025
78975,0,0.85,196.22,2026-04-13 00:00:00.000,17,230.848,10000,1,0.008944,9.65,0.97,9.65,204,96524,20251215,0.45,10,820,"",0,0,"",0,19622000,78975,175499,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",196,"202604",1.325,9,4,22,6,2026-04-02 00:00:00.000,230.025
110111,0,0.875,201.99,2026-04-13 00:00:00.000,17,230.848,10000,1,0.012114,13.46,1.35,13.46,204,134580,20251215,0.45,10,820,"",0,0,"",0,20199000,110111,244691,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",202,"202604",1.725,9,4,22,6,2026-04-02 00:00:00.000,230.025
138518,0,0.9,207.76,2026-04-13 00:00:00.000,17,230.848,10000,1,0.016668,20.78,2.08,20.78,204,207776,20251215,0.4,10,820,"",0,0,"",0,20776000,138518,346294,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",208,"202604",2.8,9,4,22,6,2026-04-02 00:00:00.000,230.025
193441,0,0.925,213.53,2026-04-13 00:00:00.000,17,230.848,10000,1,0.022648,29.02,2.9,29.02,204,290162,20251215,0.4,10,820,"",0,0,"",0,21353000,193441,483603,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",214,"202604",3.675,9,4,22,6,2026-04-02 00:00:00.000,230.025
40924,0,0.75,172,2026-05-11 00:00:00.000,21,229.337,10000,1,0.004326,3.35,0.33,3.35,205,33483,20251215,0.55,10,820,"",0,0,"",0,17200000,40924,74407,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",172,"202606",0.975,7,6,21,-19,2026-06-05 00:00:00.000,223.425
62802,0,0.8,183.47,2026-05-11 00:00:00.000,21,229.337,10000,1,0.006846,6.28,0.63,6.28,205,62802,20251215,0.5,10,820,"",0,0,"",0,18347000,62802,125604,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",184,"202606",1.825,7,6,21,-19,2026-06-05 00:00:00.000,223.425
106601,0,0.85,194.94,2026-05-11 00:00:00.000,21,229.337,10000,1,0.012152,13.03,1.3,13.03,205,130290,20251215,0.45,10,820,"",0,0,"",0,19494000,106601,236891,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",194,"202606",2.85,7,6,21,-19,2026-06-05 00:00:00.000,223.425
141882,0,0.875,200.67,2026-05-11 00:00:00.000,21,229.337,10000,1,0.015712,17.34,1.73,17.34,205,173411,20251215,0.45,10,820,"",0,0,"",0,20067000,141882,315293,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",200,"202606",3.95,7,6,21,-19,2026-06-05 00:00:00.000,223.425
170437,0,0.9,206.4,2026-05-11 00:00:00.000,21,229.337,10000,1,0.020644,25.57,2.56,25.57,205,255655,20251215,0.4,10,820,"",0,0,"",0,20640000,170437,426092,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",206,"202606",4.9,7,6,21,-19,2026-06-05 00:00:00.000,223.425
227957,0,0.925,212.14,2026-05-11 00:00:00.000,21,229.337,10000,1,0.026864,34.19,3.42,34.19,205,341936,20251215,0.4,10,820,"",0,0,"",0,21214000,227957,569893,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",212,"202606",6.95,7,6,21,-19,2026-06-05 00:00:00.000,223.425
48893,0,0.75,168.46,2026-06-15 00:00:00.000,26,224.618,10000,1,0.005277,4,0.4,4,206,40003,20251215,0.55,10,820,"",0,0,"",0,16846000,48893,88896,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",168,"202606",0.8,11,6,22,5,2026-06-05 00:00:00.000,223.425
80447,0,0.8,179.69,2026-06-15 00:00:00.000,26,224.618,10000,1,0.008954,8.04,0.8,8.04,206,80447,20251215,0.5,10,820,"",0,0,"",0,17969000,80447,160894,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",180,"202606",1.45,11,6,22,5,2026-06-05 00:00:00.000,223.425
127666,0,0.85,190.93,2026-06-15 00:00:00.000,26,224.618,10000,1,0.014859,15.6,1.56,15.6,206,156037,20251215,0.45,10,820,"",0,0,"",0,19093000,127666,283703,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",190,"202606",2.25,11,6,22,5,2026-06-05 00:00:00.000,223.425
169245,0,0.875,196.54,2026-06-15 00:00:00.000,26,224.618,10000,1,0.019136,20.69,2.07,20.69,206,206854,20251215,0.45,10,820,"",0,0,"",0,19654000,169245,376099,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",196,"202606",3,11,6,22,5,2026-06-05 00:00:00.000,223.425
203923,0,0.9,202.16,2026-06-15 00:00:00.000,26,224.618,10000,1,0.025218,30.59,3.06,30.59,206,305884,20251215,0.4,10,820,"",0,0,"",0,20216000,203923,509807,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",202,"202606",4.05,11,6,22,5,2026-06-05 00:00:00.000,223.425
267001,0,0.925,207.77,2026-06-15 00:00:00.000,26,224.618,10000,1,0.032127,40.05,4.01,40.05,206,400502,20251215,0.4,10,820,"",0,0,"",0,20777000,267001,667503,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",208,"202606",5.4,11,6,22,5,2026-06-05 00:00:00.000,223.425
64403,0,0.75,167.4,2026-07-13 00:00:00.000,30,223.201,10000,1,0.006995,5.27,0.53,5.27,207,52693,20251215,0.55,10,820,"",0,0,"",0,16740000,64403,117096,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",168,"202608",1.325,9,8,23,-19,2026-08-07 00:00:00.000,219.45
100297,0,0.8,178.56,2026-07-13 00:00:00.000,30,223.201,10000,1,0.011234,10.03,1,10.03,207,100297,20251215,0.5,10,820,"",0,0,"",0,17856000,100297,200594,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",178,"202608",2.15,9,8,23,-19,2026-08-07 00:00:00.000,219.45
150796,0,0.85,189.72,2026-07-13 00:00:00.000,30,223.201,10000,1,0.017663,18.43,1.84,18.43,207,184306,20251215,0.45,10,820,"",0,0,"",0,18972000,150796,335102,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",190,"202608",3.575,9,8,23,-19,2026-08-07 00:00:00.000,219.45
194762,0,0.875,195.3,2026-07-13 00:00:00.000,30,223.201,10000,1,0.022161,23.8,2.38,23.8,207,238042,20251215,0.45,10,820,"",0,0,"",0,19530000,194762,432804,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",196,"202608",4.675,9,8,23,-19,2026-08-07 00:00:00.000,219.45
228722,0,0.9,200.88,2026-07-13 00:00:00.000,30,223.201,10000,1,0.028465,34.31,3.43,34.31,207,343083,20251215,0.4,10,820,"",0,0,"",0,20088000,228722,571805,802,2026,998,"[List]",81,True,2026,1,"3fa85f64-5717-4562-b3fc-2c963f66afa6","LIVE CATTLE",200,"202608",5.55,9,8,23,-19,2026-08-07 00:00:00.000,219.45
