date,weekly_exports,accumulated_exports,outstanding_sales,gross_sales,net_sales,total_commitment,nmy_outstanding_sales,nmy_net_sales,week_of_year,commodity,grain_year,year,indexby_year,year_grain,indexby_year_grain
2018-12-27,302214,2849139,3935759,71854,40597,6784898,113691,-268,184,Soybean Meal,2019,2018,52,2019,17
2018-12-27,1005951,18601639,13225982,610642,503117,31827621,867926,0,184,Corn,2019,2018,52,2019,17
2018-12-27,21164,1156103,108466,8289,3788,1264569,106846,29327,524,Pork,2019,2018,52,2019,17
2018-12-27,11345,854281,70017,4212,3179,924298,57487,4286,524,Beef,2019,2018,52,2019,17
2018-12-27,918635,16943948,14037212,1062210,1051454,30981160,314539,5344,184,Soybean,2019,2018,52,2019,17
2019-01-03,907920,17851868,12517278,426947,-612014,30369146,315643,1104,194,Soybean,2019,2019,1,2019,18
2019-01-03,2417,2417,123316,68864,5822,125733,0,0,14,Beef,2019,2019,1,2019,18
2019-01-03,12726,1168829,96507,3348,767,1265336,205707,9319,14,Pork,2019,2019,1,2019,18
2019-01-03,7421,861702,62424,1033,-172,924126,123316,5822,14,Beef,2019,2019,1,2019,18
2019-01-03,124414,2973553,3936093,129401,124748,6909646,113691,0,194,Soybean Meal,2019,2019,1,2019,18
2019-01-03,6965,6965,205707,109653,9319,212672,0,0,14,Pork,2019,2019,1,2019,18
2019-01-03,664975,19266614,13020829,527954,459822,32287443,867926,0,194,Corn,2019,2019,1,2019,18
2019-01-10,0,17851868,12517193,0,0,30369061,315643,0,204,Soybean,2019,2019,2,2019,19
2019-01-10,0,19266614,13020829,0,0,32287443,867926,0,204,Corn,2019,2019,2,2019,19
2019-01-10,0,2417,123316,0,0,125733,0,0,24,Beef,2019,2019,2,2019,19
2019-01-10,0,2973553,3936093,0,0,6909646,113691,0,204,Soybean Meal,2019,2019,2,2019,19
2019-01-10,0,6965,205707,0,0,212672,0,0,24,Pork,2019,2019,2,2019,19
2019-01-17,0,2973553,3936093,0,0,6909646,113691,0,214,Soybean Meal,2019,2019,3,2019,20
2019-01-17,0,19266614,13020829,0,0,32287443,867926,0,214,Corn,2019,2019,3,2019,20
2019-01-17,0,2417,123316,0,0,125733,0,0,34,Beef,2019,2019,3,2019,20
2019-01-17,0,6965,205707,0,0,212672,0,0,34,Pork,2019,2019,3,2019,20
2019-01-17,0,17851868,12517193,0,0,30369061,315643,0,214,Soybean,2019,2019,3,2019,20
2019-01-24,0,2973553,3936093,0,0,6909646,113691,0,224,Soybean Meal,2019,2019,4,2019,21
2019-01-24,0,6965,205707,0,0,212672,0,0,44,Pork,2019,2019,4,2019,21
2019-01-24,0,17851868,12517193,0,0,30369061,315643,0,224,Soybean,2019,2019,4,2019,21
2019-01-24,0,19266614,13020829,0,0,32287443,867926,0,224,Corn,2019,2019,4,2019,21
2019-01-24,0,2417,123316,0,0,125733,0,0,44,Beef,2019,2019,4,2019,21
2019-01-31,0,19266614,13020829,0,0,32287443,867926,0,234,Corn,2019,2019,5,2019,22
2019-01-31,0,2417,123316,0,0,125733,0,0,54,Beef,2019,2019,5,2019,22
2019-01-31,0,6965,205707,0,0,212672,0,0,54,Pork,2019,2019,5,2019,22
2019-01-31,0,17851868,12517193,0,0,30369061,315643,0,234,Soybean,2019,2019,5,2019,22
2019-01-31,0,2973553,3936093,0,0,6909646,113691,0,234,Soybean Meal,2019,2019,5,2019,22
2019-02-07,0,2973553,3936093,0,0,6909646,113691,0,244,Soybean Meal,2019,2019,6,2019,23
2019-02-07,0,6965,205707,0,0,212672,0,0,64,Pork,2019,2019,6,2019,23
2019-02-07,0,17851868,12517193,0,0,30369061,315643,0,244,Soybean,2019,2019,6,2019,23
2019-02-07,0,2417,123316,0,0,125733,0,0,64,Beef,2019,2019,6,2019,23
2019-02-07,0,19266614,13020829,0,0,32287443,867926,0,244,Corn,2019,2019,6,2019,23
2019-02-14,5452239,23304107,13458684,6897413,6393645,36762791,694240,378597,254,Soybean,2019,2019,7,2019,24
2019-02-14,72076,74493,141333,99496,90093,215826,0,0,74,Beef,2019,2019,7,2019,24
2019-02-14,124212,131177,204078,133764,122583,335255,0,0,74,Pork,2019,2019,7,2019,24
2019-02-14,5489592,24756206,13559772,6330836,6028535,38315978,897096,29170,254,Corn,2019,2019,7,2019,24
2019-02-14,1643241,4616794,3761678,1511955,1468826,8378472,174176,60485,254,Soybean Meal,2019,2019,7,2019,24
2019-02-21,348396,4965190,3526833,213295,113551,8492023,213176,39000,264,Soybean Meal,2019,2019,8,2019,25
2019-02-21,2195035,25499142,13383873,2239828,2120224,38883015,694460,220,264,Soybean,2019,2019,8,2019,25
2019-02-21,26329,157506,206469,30932,28720,363975,0,0,84,Pork,2019,2019,8,2019,25
2019-02-21,15249,89742,142768,18243,16684,232510,0,0,84,Beef,2019,2019,8,2019,25
2019-02-21,769089,25525295,14030597,1268687,1239914,39555892,1017547,120451,264,Corn,2019,2019,8,2019,25
2019-02-28,26168,183674,204545,25551,24244,388219,0,0,94,Pork,2019,2019,9,2019,26
2019-02-28,14482,104224,152996,25844,24710,257220,0,0,94,Beef,2019,2019,9,2019,26
2019-02-28,172456,5137646,3584900,243815,230523,8722546,184476,-28700,274,Soybean Meal,2019,2019,9,2019,26
2019-02-28,982865,26482007,12712450,443604,311442,39194457,766460,72000,274,Soybean,2019,2019,9,2019,26
2019-02-28,744006,26269301,14256333,1110310,969742,40525634,1298447,280900,274,Corn,2019,2019,9,2019,26
2019-03-07,25749,209423,228901,52189,50105,438324,0,0,104,Pork,2019,2019,10,2019,27
2019-03-07,14954,119178,150853,14268,12811,270031,0,0,104,Beef,2019,2019,10,2019,27
2019-03-07,819814,27301821,13804537,1988396,1911901,41106358,769460,3000,284,Soybean,2019,2019,10,2019,27
2019-03-07,192200,5329846,3618678,238905,225978,8948524,184576,100,284,Soybean Meal,2019,2019,10,2019,27
2019-03-07,785767,27055068,13842547,646689,371981,40897615,1773024,474577,284,Corn,2019,2019,10,2019,27
2019-03-14,764246,27819314,13934245,874315,855944,41753559,1833024,60000,294,Corn,2019,2019,11,2019,28
2019-03-14,932287,28234108,13188928,508360,316678,41423036,705014,-64446,294,Soybean,2019,2019,11,2019,28
2019-03-14,14382,133560,155096,19844,18625,288656,24,24,114,Beef,2019,2019,11,2019,28
2019-03-14,185352,5515198,3530722,129529,97396,9045920,184576,0,294,Soybean Meal,2019,2019,11,2019,28
2019-03-14,26535,235958,231515,33904,29149,467473,0,0,114,Pork,2019,2019,11,2019,28
2019-03-21,941168,29175276,12429541,239231,181781,41604817,722085,17071,304,Soybean,2019,2019,12,2019,29
2019-03-21,218243,5733441,3396793,91410,84314,9130234,179292,-5284,304,Soybean Meal,2019,2019,12,2019,29
2019-03-21,14797,148357,153301,14374,13002,301658,24,0,124,Beef,2019,2019,12,2019,29
2019-03-21,27321,263279,225440,27566,21246,488719,0,0,124,Pork,2019,2019,12,2019,29
2019-03-21,959545,28778859,13879236,957490,904536,42658095,1918460,85436,304,Corn,2019,2019,12,2019,29
2019-03-28,15011,163368,158762,21442,20472,322130,24,0,134,Beef,2019,2019,13,2019,30
2019-03-28,295059,6028500,3292039,195185,190305,9320539,179363,71,314,Soybean Meal,2019,2019,13,2019,30
2019-03-28,765347,29940623,13635886,2037773,1971692,43576509,742573,20488,314,Soybean,2019,2019,13,2019,30
2019-03-28,1262193,30041052,13154307,811319,537264,43195359,2011424,92964,314,Corn,2019,2019,13,2019,30
2019-03-28,27091,290370,209016,13364,10667,499386,0,0,134,Pork,2019,2019,13,2019,30
2019-04-04,15103,178471,155427,12936,11768,333898,47,23,144,Beef,2019,2019,14,2019,31
2019-04-04,243830,6272330,3200352,179029,152143,9472682,179909,546,324,Soybean Meal,2019,2019,14,2019,31
2019-04-04,27348,317718,272156,93379,90488,589874,0,0,144,Pork,2019,2019,14,2019,31
2019-04-04,982982,31024034,12719287,759679,547962,43743321,2011424,0,324,Corn,2019,2019,14,2019,31
2019-04-04,889782,30830405,13016480,321691,270376,43846885,752553,9980,324,Soybean,2019,2019,14,2019,31
2019-04-11,24488,342206,287753,43164,40085,629959,0,0,154,Pork,2019,2019,15,2019,32
2019-04-11,469390,31299795,12927789,398888,380699,44227584,773653,21100,334,Soybean,2019,2019,15,2019,32
2019-04-11,382826,6655156,3112842,304956,295316,9767998,182740,2831,334,Soybean Meal,2019,2019,15,2019,32
2019-04-11,15735,194206,168507,29790,28815,362713,47,0,154,Beef,2019,2019,15,2019,32
2019-04-11,1224175,32248209,12442728,1028381,947616,44690937,2029853,18429,334,Corn,2019,2019,15,2019,32
2019-04-18,395976,31695771,13128114,614409,596301,44823885,796350,22697,344,Soybean,2019,2019,16,2019,33
2019-04-18,11260,205466,180357,23748,23110,385823,47,0,164,Beef,2019,2019,16,2019,33
2019-04-18,23711,365917,279365,18169,15323,645282,0,0,164,Pork,2019,2019,16,2019,33
2019-04-18,1248712,33496921,11973888,810019,779872,45470809,2032853,3000,344,Corn,2019,2019,16,2019,33
2019-04-18,295984,6951140,3145986,342049,329128,10097126,251590,68850,344,Soybean Meal,2019,2019,16,2019,33
2019-04-25,225824,7176964,2999368,124212,79206,10176332,268132,16542,354,Soybean Meal,2019,2019,17,2019,34
2019-04-25,26259,392176,269021,18160,15915,661197,0,0,174,Pork,2019,2019,17,2019,34
2019-04-25,1366047,34862968,11194302,668160,586461,46057270,2242317,209464,354,Corn,2019,2019,17,2019,34
2019-04-25,11736,217202,179233,11678,10612,396435,47,0,174,Beef,2019,2019,17,2019,34
2019-04-25,503339,32199110,12874258,329112,249483,45073368,819844,23494,354,Soybean,2019,2019,17,2019,34
2019-05-02,23886,241088,179525,27337,24178,420613,47,0,184,Beef,2019,2019,18,2019,35
2019-05-02,264805,7441769,2885319,174635,150756,10327088,313816,45684,364,Soybean Meal,2019,2019,18,2019,35
2019-05-02,548655,32747765,12118412,116176,-207191,44866177,1115436,295592,364,Soybean,2019,2019,18,2019,35
2019-05-02,1154071,36017039,10327800,459947,287569,46344839,2249217,6900,364,Corn,2019,2019,18,2019,35
2019-05-02,27002,419178,263835,24678,21816,683013,0,0,184,Pork,2019,2019,18,2019,35
2019-05-09,983867,37000906,9897267,638715,553334,46898173,2330046,80829,374,Corn,2019,2019,19,2019,36
2019-05-09,616134,33363899,11873186,440620,370908,45237085,1418836,303400,374,Soybean,2019,2019,19,2019,36
2019-05-09,23502,442680,250813,15882,10480,693493,46,46,194,Pork,2019,2019,19,2019,36
2019-05-09,212842,7654611,2868613,213616,196136,10523224,383112,69296,374,Soybean Meal,2019,2019,19,2019,36
2019-05-09,18225,259313,178241,18410,16941,437554,47,0,194,Beef,2019,2019,19,2019,36
2019-05-16,207968,7862579,2848664,188778,188019,10711243,495152,112040,384,Soybean Meal,2019,2019,20,2019,37
2019-05-16,17940,277253,184695,26992,24394,461948,47,0,204,Beef,2019,2019,20,2019,37
2019-05-16,570808,33934707,11838226,550845,535848,45772933,1423936,5100,384,Soybean,2019,2019,20,2019,37
2019-05-16,879294,37880200,9460053,629742,442080,47340253,2513925,183879,384,Corn,2019,2019,20,2019,37
2019-05-16,24081,466761,273011,48152,46279,739772,46,0,204,Pork,2019,2019,20,2019,37
2019-05-23,13564,290817,192758,22754,21627,483575,141,94,214,Beef,2019,2019,21,2019,38
2019-05-23,1720358,39600558,8646460,1068256,906765,48247018,2590393,76468,394,Corn,2019,2019,21,2019,38
2019-05-23,412201,34346908,11825002,486527,398977,46171910,1445936,22000,394,Soybean,2019,2019,21,2019,38
2019-05-23,23380,490141,304298,55826,54667,794439,95,49,214,Pork,2019,2019,21,2019,38
2019-05-23,243074,8105653,2789438,192942,183848,10895091,560106,64954,394,Soybean Meal,2019,2019,21,2019,38
2019-05-30,22192,512333,315882,35288,33776,828215,10860,10765,224,Pork,2019,2019,22,2019,39
2019-05-30,17892,308709,191570,18082,16704,500279,178,37,224,Beef,2019,2019,22,2019,39
2019-05-30,164594,8270247,2735633,129496,110789,11005880,562205,2099,404,Soybean Meal,2019,2019,22,2019,39
2019-05-30,565864,34912772,11769162,519592,510024,46681934,1519676,73740,404,Soybean,2019,2019,22,2019,39
2019-05-30,769968,40370526,7867704,221185,-8788,48238230,2613851,23458,404,Corn,2019,2019,22,2019,39
2019-06-06,160308,8430555,2687798,114639,112473,11118353,603699,41494,414,Soybean Meal,2019,2019,23,2019,40
2019-06-06,739919,35652691,11266117,274663,236874,46918808,1794839,275163,414,Soybean,2019,2019,23,2019,40
2019-06-06,18212,326921,189780,18067,16422,516701,246,68,234,Beef,2019,2019,23,2019,40
2019-06-06,25100,537433,313864,25084,23082,851297,10980,120,234,Pork,2019,2019,23,2019,40
2019-06-06,888600,41259126,7147607,235940,168503,48406733,2707958,94107,414,Corn,2019,2019,23,2019,40
2019-06-13,167308,8597863,2630078,114713,109588,11227941,641439,37740,424,Soybean Meal,2019,2019,24,2019,41
2019-06-13,19292,346213,188439,19351,17951,534652,779,533,244,Beef,2019,2019,24,2019,41
2019-06-13,640918,41900044,6545091,143430,38402,48445135,3068792,360834,424,Corn,2019,2019,24,2019,41
2019-06-13,24138,561571,309393,21044,19667,870964,10980,0,244,Pork,2019,2019,24,2019,41
2019-06-13,674403,36327094,11101090,793253,509376,47428184,1994866,200027,424,Soybean,2019,2019,24,2019,41
2019-06-20,696390,42596434,6143613,337717,294912,48740047,3178904,110112,434,Corn,2019,2019,25,2019,42
2019-06-20,27041,588612,312069,31117,29717,900681,10980,0,254,Pork,2019,2019,25,2019,42
2019-06-20,16730,362943,186820,17037,15111,549763,2790,2011,254,Beef,2019,2019,25,2019,42
2019-06-20,107096,8704959,2551651,71104,28669,11256610,682425,40986,434,Soybean Meal,2019,2019,25,2019,42
2019-06-20,725081,37052175,10544184,270317,168175,47596359,2314429,319563,434,Soybean,2019,2019,25,2019,42
2019-06-27,17744,380687,187766,20340,18690,568453,3651,861,264,Beef,2019,2019,26,2019,43
2019-06-27,27009,615621,308581,25282,23521,924202,10980,0,264,Pork,2019,2019,26,2019,43
2019-06-27,293264,42889698,6025910,194665,175561,48915608,3335155,156251,444,Corn,2019,2019,26,2019,43
2019-06-27,199237,8904196,2369165,69718,16751,11273361,691025,8600,444,Soybean Meal,2019,2019,26,2019,43
2019-06-27,727809,37779984,10620088,895186,803713,48400072,2475929,161500,444,Soybean,2019,2019,26,2019,43
2019-07-04,1135832,44025530,5395474,560417,505396,49421004,3226793,-108362,454,Corn,2019,2019,27,2019,44
2019-07-04,692385,38472369,10059866,155508,132163,48532235,2605429,129500,454,Soybean,2019,2019,27,2019,44
2019-07-04,110965,9015161,2303135,46063,44935,11318296,698755,7730,454,Soybean Meal,2019,2019,27,2019,44
2019-07-04,25090,640711,294744,13605,11253,935455,11078,98,274,Pork,2019,2019,27,2019,44
2019-07-04,14912,395599,194312,22654,21458,589911,3652,1,274,Beef,2019,2019,27,2019,44
2019-07-11,193153,9208314,2175269,80380,65287,11383583,848255,149500,464,Soybean Meal,2019,2019,28,2019,45
2019-07-11,682436,44707966,4913047,293163,200009,49621013,3359790,132997,464,Corn,2019,2019,28,2019,45
2019-07-11,28540,669251,288090,33834,21886,957341,11254,176,284,Pork,2019,2019,28,2019,45
2019-07-11,908960,39381329,9278796,209936,127890,48660125,2803796,198367,464,Soybean,2019,2019,28,2019,45
2019-07-11,17959,413558,196145,21303,19792,609703,3767,115,284,Beef,2019,2019,28,2019,45
2019-07-18,26914,696165,282094,22810,20918,978259,11156,-98,294,Pork,2019,2019,29,2019,46
2019-07-18,127754,9336068,2134784,146890,87269,11470852,988213,139958,474,Soybean Meal,2019,2019,29,2019,46
2019-07-18,637502,40018831,8563121,145068,-78173,48581952,3027501,223705,474,Soybean,2019,2019,29,2019,46
2019-07-18,578589,45286555,4455654,149028,121196,49742209,3746404,386614,474,Corn,2019,2019,29,2019,46
2019-07-18,18951,432509,186810,16940,9616,619319,3879,112,294,Beef,2019,2019,29,2019,46
2019-07-25,704133,45990688,3894612,199443,143091,49885300,3876012,129608,484,Corn,2019,2019,30,2019,47
2019-07-25,26904,723069,264034,23541,8844,987103,8635,-2521,304,Pork,2019,2019,30,2019,47
2019-07-25,15798,448307,182323,13617,11311,630630,3879,0,304,Beef,2019,2019,30,2019,47
2019-07-25,921279,40940110,7784930,393971,143088,48725040,3333009,305508,484,Soybean,2019,2019,30,2019,47
2019-07-25,202172,9538240,2046140,123350,113528,11584380,1034754,46541,484,Soybean Meal,2019,2019,30,2019,47
2019-08-01,692641,46683329,3244535,95215,42564,49927864,4073046,197034,494,Corn,2019,2019,31,2019,48
2019-08-01,18185,466492,186105,23460,21967,652597,3879,0,314,Beef,2019,2019,31,2019,48
2019-08-01,961011,41901121,6869424,140239,45505,48770545,3651259,318250,494,Soybean,2019,2019,31,2019,48
2019-08-01,166196,9704436,1972113,94449,92169,11676549,1053383,18629,494,Soybean Meal,2019,2019,31,2019,48
2019-08-01,26736,749805,251036,16264,13738,1000841,9050,415,314,Pork,2019,2019,31,2019,48
2019-08-08,1043191,42944312,5647870,271966,-178363,48592182,4468618,817359,504,Soybean,2019,2019,32,2019,49
2019-08-08,270395,9974831,1831806,160822,130088,11806637,1197603,144220,504,Soybean Meal,2019,2019,32,2019,49
2019-08-08,15573,482065,186667,17305,16135,668732,4011,132,324,Beef,2019,2019,32,2019,49
2019-08-08,26413,776218,245016,22731,20393,1021234,9050,0,324,Pork,2019,2019,32,2019,49
2019-08-08,707893,47391222,2592791,210645,56149,49984013,4380637,307591,504,Corn,2019,2019,32,2019,49
2019-08-15,15603,497668,188315,18785,17251,685983,4047,36,334,Beef,2019,2019,33,2019,50
2019-08-15,1174480,44118792,4499326,153244,25936,48618118,5261193,792575,514,Soybean,2019,2019,33,2019,50
2019-08-15,24440,800658,239067,20845,18491,1039725,9137,87,334,Pork,2019,2019,33,2019,50
2019-08-15,102093,10076924,1848289,126689,118576,11925213,1210982,13379,514,Soybean Meal,2019,2019,33,2019,50
2019-08-15,539677,47930899,2172381,141102,119267,50103280,4682245,301608,514,Corn,2019,2019,33,2019,50
2019-08-22,295272,10372196,1605665,65567,52648,11977861,1456361,245379,524,Soybean Meal,2019,2019,34,2019,51
2019-08-22,15172,512840,186891,15270,13748,699731,4138,91,344,Beef,2019,2019,34,2019,51
2019-08-22,873260,44992052,3721240,113492,95174,48713292,5614296,353103,524,Soybean,2019,2019,34,2019,51
2019-08-22,25279,825937,242144,31076,28356,1068081,9186,49,344,Pork,2019,2019,34,2019,51
2019-08-22,611228,48542127,1558613,106226,-2540,50100740,5541141,858896,524,Corn,2019,2019,34,2019,51
2019-08-29,261888,10634084,1412322,80900,68545,12046406,1614976,158615,534,Soybean Meal,2019,2019,35,2019,52
2019-08-29,16302,529142,188650,19654,18061,717792,4381,243,354,Beef,2019,2019,35,2019,52
2019-08-29,1196536,46188588,2594090,141115,69386,48782678,6402723,788427,534,Soybean,2019,2019,35,2019,52
2019-08-29,382004,48924131,1010755,70217,-165854,49934886,5957839,416698,534,Corn,2019,2019,35,2019,52
2019-08-29,24441,850378,235355,22720,17652,1085733,9186,0,354,Pork,2019,2019,35,2019,52
2019-09-05,412243,412243,6778106,1317286,498090,7190349,60000,0,24,Corn,2020,2019,36,2020,1
2019-09-05,419545,419545,9033190,3124345,1115758,9452735,0,0,24,Soybean,2020,2019,36,2020,1
2019-09-05,581754,46770342,1934254,11424,-78082,48704596,9033190,1115758,24,Soybean,2020,2019,36,2020,1
2019-09-05,20910,871288,236331,23751,21886,1107619,9186,0,364,Pork,2020,2019,36,2020,1
2019-09-05,277960,49202091,734420,74981,1625,49936511,6778106,498090,24,Corn,2020,2019,36,2020,1
2019-09-05,14595,543737,192067,19427,18012,735804,4486,105,364,Beef,2020,2019,36,2020,1
2019-09-05,139260,10773344,1311031,40644,37969,12084375,1696125,81149,24,Soybean Meal,2020,2019,36,2020,1
2019-09-12,457306,869549,7785366,1477857,1464566,8654915,124914,64914,34,Corn,2020,2019,37,2020,2
2019-09-12,17132,560869,191510,17944,16575,752379,4888,402,374,Beef,2020,2019,37,2020,2
2019-09-12,195932,10969276,1208819,102299,93720,12178095,2038179,342054,34,Soybean Meal,2020,2019,37,2020,2
2019-09-12,701937,1121482,10059376,1755481,1728123,11180858,0,0,34,Soybean,2020,2019,37,2020,2
2019-09-12,24278,895566,226266,16516,14213,1121832,9256,70,374,Pork,2020,2019,37,2020,2
2019-09-19,197694,11166970,1054628,80635,43503,12221598,2159016,120837,44,Soybean Meal,2020,2019,38,2020,3
2019-09-19,881134,2002616,10146439,1047705,968197,12149055,0,0,44,Soybean,2020,2019,38,2020,3
2019-09-19,24544,920110,233947,33595,32225,1154057,9256,0,384,Pork,2020,2019,38,2020,3
2019-09-19,278922,1148471,8000410,514405,493966,9148881,124914,0,44,Corn,2020,2019,38,2020,3
2019-09-19,16967,577836,193594,20567,19051,771430,5520,632,384,Beef,2020,2019,38,2020,3
2019-09-26,23152,943262,241769,33928,30974,1185031,12739,3483,394,Pork,2020,2019,39,2020,4
2019-09-26,180226,11347196,895893,65474,21491,12243089,2295801,136785,54,Soybean Meal,2020,2019,39,2020,4
2019-09-26,458330,1606801,8104696,615215,562616,9711497,127441,2527,54,Corn,2020,2019,39,2020,4
2019-09-26,851228,2853844,11305197,2093849,2009986,14159041,0,0,54,Soybean,2020,2019,39,2020,4
2019-09-26,16423,594259,189662,14109,12491,783921,5624,104,394,Beef,2020,2019,39,2020,4
2019-10-03,77112,77112,3386016,1171822,364722,3463128,66186,0,64,Soybean Meal,2020,2019,40,2020,5
2019-10-03,16386,610645,144197,14960,-29079,754842,7244,1620,404,Beef,2020,2019,40,2020,5
2019-10-03,26718,969980,246375,34835,31324,1216355,136243,123504,404,Pork,2020,2019,40,2020,5
2019-10-03,80586,11427782,802605,1058,-12702,12230387,3386016,364722,64,Soybean Meal,2020,2019,40,2020,5
2019-10-03,1038463,3892307,12359191,2178745,2092457,16251498,3000,3000,64,Soybean,2020,2019,40,2020,5
2019-10-03,474396,2081197,7914756,319226,284456,9995953,127441,0,64,Corn,2020,2019,40,2020,5
2019-10-10,15124,625769,142118,14874,13045,767887,7696,452,414,Beef,2020,2019,41,2020,6
2019-10-10,556585,2637782,7726747,396293,368576,10364529,127327,-114,74,Corn,2020,2019,41,2020,6
2019-10-10,210853,1180833,327683,296527,292161,1508516,195128,58885,414,Pork,2020,2019,41,2020,6
2019-10-10,301860,378972,3237095,194572,152939,3616067,66186,0,74,Soybean Meal,2020,2019,41,2020,6
2019-10-10,956108,4848415,13004071,1628280,1600988,17852486,3000,0,74,Soybean,2020,2019,41,2020,6
2019-10-17,16324,642093,139598,15248,13804,781691,12666,4970,424,Beef,2020,2019,42,2020,7
2019-10-17,31957,1212790,314967,21743,19241,1527757,196357,1229,424,Pork,2020,2019,42,2020,7
2019-10-17,489040,3126822,7729164,507353,491457,10855986,218767,91440,84,Corn,2020,2019,42,2020,7
2019-10-17,1316433,6164848,12096380,615506,408742,18261228,3000,0,84,Soybean,2020,2019,42,2020,7
2019-10-17,263309,642281,3084211,134258,110425,3726492,65871,-315,84,Soybean Meal,2020,2019,42,2020,7
2019-10-24,32499,1245289,312580,35389,30112,1557869,198113,1756,434,Pork,2020,2019,43,2020,8
2019-10-24,147865,790146,3115428,210310,179082,3905574,66232,361,94,Soybean Meal,2020,2019,43,2020,8
2019-10-24,1666409,7831257,11316659,964490,886688,19147916,3000,0,94,Soybean,2020,2019,43,2020,8
2019-10-24,494284,3621106,7784018,607696,549138,11405124,218767,0,94,Corn,2020,2019,43,2020,8
2019-10-24,14576,656669,140759,17292,15737,797428,13110,444,434,Beef,2020,2019,43,2020,8
2019-10-31,149610,939756,3228236,273451,262418,4167992,66232,0,104,Soybean Meal,2020,2019,44,2020,9
2019-10-31,1502464,9333721,11564605,1885891,1750410,20898326,3000,0,104,Soybean,2020,2019,44,2020,9
2019-10-31,317879,3938985,7954083,562987,487944,11893068,218767,0,104,Corn,2020,2019,44,2020,9
2019-10-31,33545,1278834,295677,19722,16642,1574511,206453,8340,444,Pork,2020,2019,44,2020,9
2019-10-31,15833,672502,135053,11740,10127,807555,15355,2245,444,Beef,2020,2019,44,2020,9
2019-11-07,602235,4541220,7933416,599812,581568,12474636,218767,0,114,Corn,2020,2019,45,2020,10
2019-11-07,34286,1313120,281263,22394,19872,1594383,217204,10751,454,Pork,2020,2019,45,2020,10
2019-11-07,276167,1215923,3297389,358901,345320,4513312,66686,454,114,Soybean Meal,2020,2019,45,2020,10
2019-11-07,1260821,10594542,11543121,1395177,1239337,22137663,6000,3000,114,Soybean,2020,2019,45,2020,10
2019-11-07,16080,688582,144271,27075,25298,832853,18107,2752,454,Beef,2020,2019,45,2020,10
2019-11-14,673060,5214280,8048378,908802,788022,13262658,264676,45909,124,Corn,2020,2019,46,2020,11
2019-11-14,59848,1372968,275800,58371,54385,1648768,253628,36424,464,Pork,2020,2019,46,2020,11
2019-11-14,1649476,12244018,11352432,1637578,1458787,23596450,6000,0,124,Soybean,2020,2019,46,2020,11
2019-11-14,159902,1375825,3333921,206982,196434,4709746,66686,0,124,Soybean Meal,2020,2019,46,2020,11
2019-11-14,29886,718468,132344,19169,17959,850812,21354,3247,464,Beef,2020,2019,46,2020,11
2019-11-21,42320,1415288,259089,36216,25609,1674377,278484,24856,474,Pork,2020,2019,47,2020,12
2019-11-21,2245782,14489800,10770701,1691141,1664051,25260501,6000,0,134,Soybean,2020,2019,47,2020,12
2019-11-21,635334,5849614,8219795,834546,806751,14069409,264676,0,134,Corn,2020,2019,47,2020,12
2019-11-21,213662,1589487,3213424,164098,93165,4802911,66686,0,134,Soybean Meal,2020,2019,47,2020,12
2019-11-21,18847,737315,131081,19103,17584,868396,30443,9089,474,Beef,2020,2019,47,2020,12
2019-11-28,14629,751944,116980,11978,528,868924,42096,11653,484,Beef,2020,2019,48,2020,13
2019-11-28,494779,6344393,8271131,593731,546115,14615524,267089,2413,144,Corn,2020,2019,48,2020,13
2019-11-28,33114,1448402,256599,32867,30624,1705001,277056,-1428,484,Pork,2020,2019,48,2020,13
2019-11-28,214341,1803828,3180133,221181,181050,4983961,66686,0,144,Soybean Meal,2020,2019,48,2020,13
2019-11-28,1498145,15987945,9956339,708353,683783,25944284,6000,0,144,Soybean,2020,2019,48,2020,13
2019-12-05,175238,1979066,3243463,456125,238568,5222529,85786,19100,154,Soybean Meal,2020,2019,49,2020,14
2019-12-05,17215,769159,109630,14733,9865,878789,44129,2033,494,Beef,2020,2019,49,2020,14
2019-12-05,38245,1486647,247520,32475,29166,1734167,292618,15562,494,Pork,2020,2019,49,2020,14
2019-12-05,1443227,17431172,9563250,1062078,1050138,26994422,131000,125000,154,Soybean,2020,2019,49,2020,14
2019-12-05,531371,6875764,8613285,1382857,873525,15489049,269502,2413,154,Corn,2020,2019,49,2020,14
2019-12-12,1405818,18836990,9588054,1508200,1430622,28425044,167300,36300,164,Soybean,2020,2019,50,2020,15
2019-12-12,17945,787104,101753,12247,10068,888857,47215,3086,504,Beef,2020,2019,50,2020,15
2019-12-12,273000,2252066,3053927,87181,83464,5305993,85786,0,164,Soybean Meal,2020,2019,50,2020,15
2019-12-12,720062,7595826,9602591,1753118,1709368,17198417,805623,536121,164,Corn,2020,2019,50,2020,15
2019-12-12,39236,1525883,235042,34286,26758,1760925,303032,10414,504,Pork,2020,2019,50,2020,15
2019-12-19,169843,2421909,3022038,145932,137954,5443947,85786,0,174,Soybean Meal,2020,2019,51,2020,16
2019-12-19,40102,1565985,211309,32961,16369,1777294,320857,17825,514,Pork,2020,2019,51,2020,16
2019-12-19,931554,19768544,9316899,753380,660399,29085443,178378,11078,174,Soybean,2020,2019,51,2020,16
2019-12-19,331735,7927561,9895631,646836,624775,17823192,807020,1397,174,Corn,2020,2019,51,2020,16
